,atb_year,core_metric_key,core_metric_parameter,core_metric_case,tax_credit_case,crpyears,technology,technology_alias,techdetail,techdetail2,resourcedetail,display_name,default,scale,maturity,scenario,core_metric_variable,units,value
448775,2024,85243,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Moderate,2025,,100.0
448776,2024,85244,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Conservative,2025,,100.0
448777,2024,85245,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Advanced,2025,,100.0
448778,2024,85246,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Moderate,2025,,100.0
448779,2024,85247,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Conservative,2025,,100.0
448780,2024,85248,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Advanced,2025,,100.0
448781,2024,85249,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Moderate,2025,,100.0
448782,2024,85250,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Conservative,2025,,100.0
448783,2024,85251,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Advanced,2025,,100.0
448784,2024,85252,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Moderate,2025,,100.0
448785,2024,85253,GCC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Conservative,2025,,100.0
448786,2024,85254,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Advanced,2025,,18.434735962974223
448787,2024,85255,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Moderate,2025,,23.280382723411293
448788,2024,85256,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Conservative,2025,,29.47953560878088
448789,2024,85257,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Advanced,2025,,31.042921530881053
448790,2024,85258,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Moderate,2025,,38.77678245497405
448791,2024,85259,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Conservative,2025,,49.59496978228292
448792,2024,85260,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Advanced,2025,,43.651107098787875
448793,2024,85261,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Moderate,2025,,54.27318218653679
448794,2024,85262,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Conservative,2025,,69.71040395578495
448795,2024,85263,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Advanced,2025,,56.259292666694705
448796,2024,85264,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Moderate,2025,,69.76958191809955
448797,2024,85265,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Conservative,2025,,89.82583812928699
448798,2024,85266,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Advanced,2025,,68.86747823460153
448799,2024,85267,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Moderate,2025,,85.2659816496623
448800,2024,85268,Fixed O&M,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Conservative,2025,,109.94127230278905
448801,2024,85284,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Advanced,2025,,30.598987783217535
448802,2024,85285,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Moderate,2025,,37.681565098099334
448803,2024,85286,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Conservative,2025,,46.74247724627302
448804,2024,85287,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Advanced,2025,,49.027580187881895
448805,2024,85288,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Moderate,2025,,60.33167861797282
448806,2024,85289,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Conservative,2025,,76.14394309794258
448807,2024,85290,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Advanced,2025,,67.45617259254625
448808,2024,85291,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Moderate,2025,,82.9817921378463
448809,2024,85292,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Conservative,2025,,105.54540894961214
448810,2024,85293,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Advanced,2025,,85.88476499721061
448811,2024,85294,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Moderate,2025,,105.63190565771976
448812,2024,85295,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Conservative,2025,,134.9468748012817
448813,2024,85296,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Advanced,2025,,104.31335740187497
448814,2024,85297,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Moderate,2025,,128.28201917759324
448815,2024,85298,CFC,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Conservative,2025,,164.34834065295126
448816,2024,85299,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Advanced,2025,,867.9884263021866
448817,2024,85300,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Moderate,2025,,1068.896874034551
448818,2024,85301,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,2Hr Battery Storage,Lithium Ion - 2 Hr,,Utility-Scale Battery Storage - 2Hr,0,Utility,Y,Conservative,2025,,1325.923901597508
448819,2024,85302,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Advanced,2025,,1390.744441423124
448820,2024,85303,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Moderate,2025,,1711.4029768169346
448821,2024,85304,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,4Hr Battery Storage,Lithium Ion - 4 Hr,,Utility-Scale Battery Storage - 4Hr,1,Utility,Y,Conservative,2025,,2159.9427343892594
448822,2024,85305,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Advanced,2025,,1913.500456544061
448823,2024,85306,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Moderate,2025,,2353.909079599318
448824,2024,85307,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,6Hr Battery Storage,Lithium Ion - 6 Hr,,Utility-Scale Battery Storage - 6Hr,0,Utility,Y,Conservative,2025,,2993.96156718101
448825,2024,85308,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Advanced,2025,,2436.256471664999
448826,2024,85309,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Moderate,2025,,2996.4151823817015
448827,2024,85310,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,8Hr Battery Storage,Lithium Ion - 8 Hr,,Utility-Scale Battery Storage - 8Hr,0,Utility,Y,Conservative,2025,,3827.9803999727615
448828,2024,85311,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Advanced,2025,,2959.012486785936
448829,2024,85312,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Moderate,2025,,3638.921285164085
448830,2024,85313,CAPEX,Market,,20,Utility-Scale Battery Storage,Utility-Scale Battery Storage,10Hr Battery Storage,Lithium Ion - 10 Hr,,Utility-Scale Battery Storage - 10Hr,0,Utility,Y,Conservative,2025,,4661.999232764512
454838,2024,93558,CF,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Advanced,2026,,0.3287856009754966
454839,2024,93559,CF,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Moderate,2026,,0.32204097498373074
454841,2024,93560,CF,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Conservative,2026,,0.31317993005031264
454842,2024,93561,CF,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Advanced,2026,,0.3179294404784345
454843,2024,93562,CF,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Moderate,2026,,0.31144247733300917
454844,2024,93563,CF,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Conservative,2026,,0.30297949893350146
454845,2024,93564,CF,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Advanced,2026,,0.3034663898308377
454846,2024,93565,CF,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Moderate,2026,,0.29706861619669905
454847,2024,93566,CF,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Conservative,2026,,0.2885389478078063
454848,2024,93567,CF,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Advanced,2026,,0.2894513790021493
454849,2024,93568,CF,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Moderate,2026,,0.28318475725891096
454850,2024,93569,CF,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Conservative,2026,,0.2747074374583729
454852,2024,93570,CF,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Advanced,2026,,0.2752768205939333
454853,2024,93571,CF,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Moderate,2026,,0.26918839201880995
454854,2024,93572,CF,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Conservative,2026,,0.260939947542501
454855,2024,93573,CF,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Advanced,2026,,0.26131607693295494
454856,2024,93574,CF,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Moderate,2026,,0.25540173150471435
454857,2024,93575,CF,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Conservative,2026,,0.24738093626150556
454858,2024,93576,CF,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Advanced,2026,,0.24814660466362373
454859,2024,93577,CF,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Moderate,2026,,0.24244374150411704
454860,2024,93578,CF,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Conservative,2026,,0.23462238591791423
454861,2024,93579,CF,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Advanced,2026,,0.23858915632952
454863,2024,93580,CF,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Moderate,2026,,0.2331458396031363
454864,2024,93581,CF,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Conservative,2026,,0.2255803991045864
454865,2024,93582,CF,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Advanced,2026,,0.22716081147540473
454866,2024,93583,CF,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Moderate,2026,,0.22193985918027023
454867,2024,93584,CF,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Conservative,2026,,0.21462405761269948
454868,2024,93585,CF,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Advanced,2026,,0.20868498282138176
454869,2024,93586,CF,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Moderate,2026,,0.203755704863821
454870,2024,93587,CF,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Conservative,2026,,0.19687382126665892
454871,2024,93588,OCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Advanced,2026,,1228.4129045999755
454872,2024,93589,OCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Moderate,2026,,1267.1821918220596
454874,2024,93590,OCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Conservative,2026,,1325.6220003463272
454875,2024,93591,OCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Advanced,2026,,1228.4129045999755
454876,2024,93592,OCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Moderate,2026,,1267.1821918220596
454877,2024,93593,OCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Conservative,2026,,1325.6220003463272
454878,2024,93594,OCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Advanced,2026,,1228.4129045999755
454879,2024,93595,OCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Moderate,2026,,1267.1821918220596
454880,2024,93596,OCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Conservative,2026,,1325.6220003463272
454881,2024,93597,OCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Advanced,2026,,1228.4129045999755
454882,2024,93598,OCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Moderate,2026,,1267.1821918220596
454883,2024,93599,OCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Conservative,2026,,1325.6220003463272
454885,2024,93600,OCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Advanced,2026,,1228.4129045999755
454886,2024,93601,OCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Moderate,2026,,1267.1821918220596
454887,2024,93602,OCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Conservative,2026,,1325.6220003463272
454888,2024,93603,OCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Advanced,2026,,1228.4129045999755
454889,2024,93604,OCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Moderate,2026,,1267.1821918220596
454890,2024,93605,OCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Conservative,2026,,1325.6220003463272
454891,2024,93606,OCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Advanced,2026,,1228.4129045999755
454892,2024,93607,OCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Moderate,2026,,1267.1821918220596
454893,2024,93608,OCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Conservative,2026,,1325.6220003463272
454894,2024,93609,OCC,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Advanced,2026,,1228.4129045999755
454896,2024,93610,OCC,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Moderate,2026,,1267.1821918220596
454897,2024,93611,OCC,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Conservative,2026,,1325.6220003463272
454898,2024,93612,OCC,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Advanced,2026,,1228.4129045999755
454899,2024,93613,OCC,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Moderate,2026,,1267.1821918220596
454900,2024,93614,OCC,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Conservative,2026,,1325.6220003463272
454901,2024,93615,OCC,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Advanced,2026,,1228.4129045999755
454902,2024,93616,OCC,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Moderate,2026,,1267.1821918220596
454903,2024,93617,OCC,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Conservative,2026,,1325.6220003463272
454904,2024,93618,GCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Advanced,2026,,102.794314452125
454905,2024,93619,GCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Moderate,2026,,115.29431445212502
454907,2024,93620,GCC,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Conservative,2026,,127.794314452125
454908,2024,93621,GCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Advanced,2026,,102.794314452125
454909,2024,93622,GCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Moderate,2026,,115.29431445212502
454910,2024,93623,GCC,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Conservative,2026,,127.794314452125
454911,2024,93624,GCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Advanced,2026,,102.794314452125
454912,2024,93625,GCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Moderate,2026,,115.29431445212502
454913,2024,93626,GCC,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Conservative,2026,,127.794314452125
454914,2024,93627,GCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Advanced,2026,,102.794314452125
454915,2024,93628,GCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Moderate,2026,,115.29431445212502
454916,2024,93629,GCC,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Conservative,2026,,127.794314452125
454918,2024,93630,GCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Advanced,2026,,102.794314452125
454919,2024,93631,GCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Moderate,2026,,115.29431445212502
454920,2024,93632,GCC,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Conservative,2026,,127.794314452125
454921,2024,93633,GCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Advanced,2026,,102.794314452125
454922,2024,93634,GCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Moderate,2026,,115.29431445212502
454923,2024,93635,GCC,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Conservative,2026,,127.794314452125
454924,2024,93636,GCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Advanced,2026,,102.794314452125
454925,2024,93637,GCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Moderate,2026,,115.29431445212502
454926,2024,93638,GCC,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Conservative,2026,,127.794314452125
