scenario,period,cost_real_musd_yr,demand_gwh_yr,cost_per_mwh
nlv2b_C6_STATUSQUO_futbrent_adv,2045,1243.53,7218.2,172.28
nlv2b_C6_STATUSQUO_futbrent_adv,2050,1096.57,7391.2,148.36
nlv2b_C6_STATUSQUO_futbrent_j120,2027,1399.92,6776.1,206.6
nlv2b_C6_STATUSQUO_futbrent_j120,2030,1444.53,6856.2,210.69
nlv2b_C6_STATUSQUO_futbrent_j120,2035,1433.66,6940.2,206.57
nlv2b_C6_STATUSQUO_futbrent_j120,2040,1555.73,7080.0,219.74
nlv2b_C6_STATUSQUO_futbrent_j120,2045,1380.81,7218.2,191.3
nlv2b_C6_STATUSQUO_futbrent_j120,2050,1240.83,7391.2,167.88
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2027,1401.57,6776.1,206.84
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2030,1429.76,6856.2,208.53
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2035,1410.63,6940.2,203.25
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2040,1489.25,7080.0,210.35
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2045,1243.46,7218.2,172.27
nlv2b_C6_STATUSQUO_futbrent_j120_adv,2050,1096.19,7391.2,148.31
nlv2b_C6_STATUSQUO_highbrent,2027,1544.85,6776.1,227.99
nlv2b_C6_STATUSQUO_highbrent,2030,1693.58,6856.2,247.01
nlv2b_C6_STATUSQUO_highbrent,2035,1740.36,6940.2,250.77
nlv2b_C6_STATUSQUO_highbrent,2040,1739.04,7080.0,245.63
nlv2b_C6_STATUSQUO_highbrent,2045,1384.8,7218.2,191.85
nlv2b_C6_STATUSQUO_highbrent,2050,1247.27,7391.2,168.75
nlv2b_C6_STATUSQUO_highbrent_adv,2027,1588.04,6776.1,234.36
nlv2b_C6_STATUSQUO_highbrent_adv,2030,1699.59,6856.2,247.89
nlv2b_C6_STATUSQUO_highbrent_adv,2035,1724.07,6940.2,248.42
nlv2b_C6_STATUSQUO_highbrent_adv,2040,1705.9,7080.0,240.95
nlv2b_C6_STATUSQUO_highbrent_adv,2045,1288.71,7218.2,178.54
nlv2b_C6_STATUSQUO_highbrent_adv,2050,1107.2,7391.2,149.8
nlv2b_C6_STATUSQUO_highbrent_j120,2027,1543.06,6776.1,227.72
nlv2b_C6_STATUSQUO_highbrent_j120,2030,1732.79,6856.2,252.73
nlv2b_C6_STATUSQUO_highbrent_j120,2035,1779.5,6940.2,256.4
nlv2b_C6_STATUSQUO_highbrent_j120,2040,1776.27,7080.0,250.88
nlv2b_C6_STATUSQUO_highbrent_j120,2045,1384.82,7218.2,191.85
nlv2b_C6_STATUSQUO_highbrent_j120,2050,1247.26,7391.2,168.75
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2027,1587.94,6776.1,234.35
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2030,1740.05,6856.2,253.79
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2035,1761.77,6940.2,253.85
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2040,1744.23,7080.0,246.36
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2045,1288.48,7218.2,178.5
nlv2b_C6_STATUSQUO_highbrent_j120_adv,2050,1108.0,7391.2,149.91
nlv2b_C6_STATUSQUO_lowbrent,2027,1221.63,6776.1,180.29
nlv2b_C6_STATUSQUO_lowbrent,2030,1250.46,6856.2,182.38
nlv2b_C6_STATUSQUO_lowbrent,2035,1220.49,6940.2,175.86
nlv2b_C6_STATUSQUO_lowbrent,2040,1414.48,7080.0,199.78
nlv2b_C6_STATUSQUO_lowbrent,2045,1371.87,7218.2,190.06
nlv2b_C6_STATUSQUO_lowbrent,2050,1230.98,7391.2,166.55
nlv2b_C6_STATUSQUO_lowbrent_adv,2027,1214.02,6776.1,179.16
nlv2b_C6_STATUSQUO_lowbrent_adv,2030,1229.91,6856.2,179.39
nlv2b_C6_STATUSQUO_lowbrent_adv,2035,1193.84,6940.2,172.02
nlv2b_C6_STATUSQUO_lowbrent_adv,2040,1347.4,7080.0,190.31
nlv2b_C6_STATUSQUO_lowbrent_adv,2045,1226.87,7218.2,169.97
nlv2b_C6_STATUSQUO_lowbrent_adv,2050,1078.26,7391.2,145.88
nlv2b_C6_STATUSQUO_lowbrent_j120,2027,1222.5,6776.1,180.41
nlv2b_C6_STATUSQUO_lowbrent_j120,2030,1288.37,6856.2,187.91
nlv2b_C6_STATUSQUO_lowbrent_j120,2035,1259.15,6940.2,181.43
nlv2b_C6_STATUSQUO_lowbrent_j120,2040,1454.74,7080.0,205.47
nlv2b_C6_STATUSQUO_lowbrent_j120,2045,1372.24,7218.2,190.11
nlv2b_C6_STATUSQUO_lowbrent_j120,2050,1231.28,7391.2,166.59
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2027,1214.97,6776.1,179.3
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2030,1268.79,6856.2,185.06
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2035,1232.89,6940.2,177.64
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2040,1386.29,7080.0,195.8
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2045,1226.14,7218.2,169.87
nlv2b_C6_STATUSQUO_lowbrent_j120_adv,2050,1078.16,7391.2,145.87
nlv2b_C6_STATUSQUO_refbrent,2027,1487.15,6776.1,219.47
nlv2b_C6_STATUSQUO_refbrent,2030,1526.35,6856.2,222.62
nlv2b_C6_STATUSQUO_refbrent,2035,1544.72,6940.2,222.58
nlv2b_C6_STATUSQUO_refbrent,2040,1611.73,7080.0,227.64
nlv2b_C6_STATUSQUO_refbrent,2045,1385.92,7218.2,192.0
nlv2b_C6_STATUSQUO_refbrent,2050,1249.13,7391.2,169.0
nlv2b_C6_STATUSQUO_refbrent_adv,2027,1504.4,6776.1,222.02
nlv2b_C6_STATUSQUO_refbrent_adv,2030,1513.11,6856.2,220.69
nlv2b_C6_STATUSQUO_refbrent_adv,2035,1518.77,6940.2,218.84
nlv2b_C6_STATUSQUO_refbrent_adv,2040,1548.06,7080.0,218.65
nlv2b_C6_STATUSQUO_refbrent_adv,2045,1259.69,7218.2,174.52
nlv2b_C6_STATUSQUO_refbrent_adv,2050,1107.88,7391.2,149.89
nlv2b_C6_STATUSQUO_refbrent_j120,2027,1495.92,6776.1,220.77
nlv2b_C6_STATUSQUO_refbrent_j120,2030,1564.6,6856.2,228.2
nlv2b_C6_STATUSQUO_refbrent_j120,2035,1577.78,6940.2,227.34
nlv2b_C6_STATUSQUO_refbrent_j120,2040,1651.37,7080.0,233.24
nlv2b_C6_STATUSQUO_refbrent_j120,2045,1386.53,7218.2,192.09
nlv2b_C6_STATUSQUO_refbrent_j120,2050,1249.53,7391.2,169.06
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2027,1504.25,6776.1,222.0
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2030,1551.7,6856.2,226.32
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2035,1557.19,6940.2,224.37
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2040,1587.22,7080.0,224.18
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2045,1259.24,7218.2,174.45
nlv2b_C6_STATUSQUO_refbrent_j120_adv,2050,1108.47,7391.2,149.97
nlv2b_be_pv15_C1_LSFO250_refbrent,2027,1545.54,6776.1,228.09
nlv2b_be_pv15_C1_LSFO250_refbrent,2030,1525.84,6856.2,222.55
nlv2b_be_pv15_C1_LSFO250_refbrent,2035,1522.51,6940.2,219.38
nlv2b_be_pv15_C1_LSFO250_refbrent,2040,1527.94,7080.0,215.81
nlv2b_be_pv15_C1_LSFO250_refbrent,2045,1495.0,7218.2,207.11
nlv2b_be_pv15_C1_LSFO250_refbrent,2050,1372.55,7391.2,185.7
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2027,1596.98,6776.1,235.68
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2030,1545.73,6856.2,225.45
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2035,1483.19,6940.2,213.71
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2040,1479.98,7080.0,209.04
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2045,1364.76,7218.2,189.07
nlv2b_be_pv15_C1_LSFO250_refbrent_adv,2050,1198.72,7391.2,162.18
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2027,1479.05,6776.1,218.28
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2030,1394.88,6856.2,203.45
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2035,1368.28,6940.2,197.15
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2040,1378.36,7080.0,194.68
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2045,1423.15,7218.2,197.16
nlv2b_be_pv15_C4_NOTHERMAL_futbrent,2050,1303.16,7391.2,176.31
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2027,1616.75,6776.1,238.6
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2030,1668.93,6856.2,243.42
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2035,1630.24,6940.2,234.9
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2040,1658.25,7080.0,234.22
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2045,1511.67,7218.2,209.42
nlv2b_be_pv15_C4_NOTHERMAL_highbrent,2050,1389.42,7391.2,187.98
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2027,1259.52,6776.1,185.88
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2030,1101.51,6856.2,160.66
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2035,1049.63,6940.2,151.24
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2040,1228.83,7080.0,173.56
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2045,1420.66,7218.2,196.82
nlv2b_be_pv15_C4_NOTHERMAL_lowbrent,2050,1300.89,7391.2,176.01
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2027,1541.24,6776.1,227.45
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2030,1543.09,6856.2,225.06
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2035,1495.45,6940.2,215.48
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2040,1515.09,7080.0,214.0
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2045,1447.46,7218.2,200.53
nlv2b_be_pv15_C4_NOTHERMAL_refbrent,2050,1330.62,7391.2,180.03
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2027,1597.01,6776.1,235.68
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2030,1548.18,6856.2,225.81
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2035,1454.54,6940.2,209.58
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2040,1458.29,7080.0,205.97
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2045,1337.72,7218.2,185.33
nlv2b_be_pv15_C4_NOTHERMAL_refbrent_adv,2050,1157.7,7391.2,156.63
nlv2b_be_pv15_lngconv_heco_refbrent,2027,1547.02,6776.1,228.31
nlv2b_be_pv15_lngconv_heco_refbrent,2030,1370.48,6856.2,199.89
nlv2b_be_pv15_lngconv_heco_refbrent,2035,1413.85,6940.2,203.72
nlv2b_be_pv15_lngconv_heco_refbrent,2040,1434.35,7080.0,202.59
nlv2b_be_pv15_lngconv_heco_refbrent,2045,1447.9,7218.2,200.59
nlv2b_be_pv15_lngconv_heco_refbrent,2050,1329.96,7391.2,179.94
nlv2b_be_pv15_lngconv_opt_refbrent,2027,1542.77,6776.1,227.68
nlv2b_be_pv15_lngconv_opt_refbrent,2030,1491.07,6856.2,217.48
nlv2b_be_pv15_lngconv_opt_refbrent,2035,1448.43,6940.2,208.7
nlv2b_be_pv15_lngconv_opt_refbrent,2040,1474.42,7080.0,208.25
nlv2b_be_pv15_lngconv_opt_refbrent,2045,1448.55,7218.2,200.68
nlv2b_be_pv15_lngconv_opt_refbrent,2050,1331.54,7391.2,180.15
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2027,1479.89,6776.1,218.4
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2030,1353.64,6856.2,197.43
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2035,1337.2,6940.2,192.67
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2040,1502.97,7080.0,212.28
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2045,1442.85,7218.2,199.89
nlv2b_be_pv15_wb_C6_LNG500_futbrent,2050,1317.58,7391.2,178.26
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2027,1547.25,6776.1,228.34
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2030,1520.04,6856.2,221.7
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2035,1535.07,6940.2,221.18
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2040,1647.39,7080.0,232.68
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2045,1469.44,7218.2,203.57
nlv2b_be_pv15_wb_C6_LNG500_futbrent_j120,2050,1344.67,7391.2,181.93
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2027,1623.94,6776.1,239.66
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2030,1672.11,6856.2,243.88
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2035,1723.59,6940.2,248.35
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2040,1736.68,7080.0,245.29
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2045,1474.02,7218.2,204.21
nlv2b_be_pv15_wb_C6_LNG500_highbrent,2050,1350.7,7391.2,182.74
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2027,1547.25,6776.1,228.34
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2030,1520.04,6856.2,221.7
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2035,1535.07,6940.2,221.18
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2040,1647.39,7080.0,232.68
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2045,1469.44,7218.2,203.57
nlv2b_be_pv15_wb_C6_LNG500_highbrent_j120,2050,1344.67,7391.2,181.93
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2027,1258.9,6776.1,185.79
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2030,1203.64,6856.2,175.55
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2035,1171.61,6940.2,168.82
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2040,1415.52,7080.0,199.93
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2045,1412.3,7218.2,195.66
nlv2b_be_pv15_wb_C6_LNG500_lowbrent,2050,1292.99,7391.2,174.94
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2027,1547.25,6776.1,228.34
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2030,1520.04,6856.2,221.7
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2035,1535.07,6940.2,221.18
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2040,1647.39,7080.0,232.68
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2045,1469.44,7218.2,203.57
nlv2b_be_pv15_wb_C6_LNG500_lowbrent_j120,2050,1344.67,7391.2,181.93
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2027,1546.53,6776.1,228.24
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2030,1480.97,6856.2,216.0
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2035,1495.84,6940.2,215.53
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2040,1608.42,7080.0,227.18
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2045,1469.93,7218.2,203.64
nlv2b_be_pv15_wb_C6_LNG500_refbrent,2050,1345.23,7391.2,182.01
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2027,1547.4,6776.1,228.36
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2030,1520.32,6856.2,221.74
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2035,1535.98,6940.2,221.32
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2040,1646.27,7080.0,232.52
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2045,1469.38,7218.2,203.57
nlv2b_be_pv15_wb_C6_LNG500_refbrent_j120,2050,1345.26,7391.2,182.01
nlv2b_be_pv17_C1_LSFO250_refbrent,2027,1604.83,6776.1,236.84
nlv2b_be_pv17_C1_LSFO250_refbrent,2030,1547.77,6856.2,225.75
nlv2b_be_pv17_C1_LSFO250_refbrent,2035,1535.25,6940.2,221.21
nlv2b_be_pv17_C1_LSFO250_refbrent,2040,1550.05,7080.0,218.93
nlv2b_be_pv17_C1_LSFO250_refbrent,2045,1540.88,7218.2,213.47
nlv2b_be_pv17_C1_LSFO250_refbrent,2050,1423.34,7391.2,192.57
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2027,1624.39,6776.1,239.72
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2030,1556.77,6856.2,227.06
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2035,1509.35,6940.2,217.48
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2040,1505.28,7080.0,212.61
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2045,1412.65,7218.2,195.71
nlv2b_be_pv17_C1_LSFO250_refbrent_adv,2050,1255.41,7391.2,169.85
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2027,1486.02,6776.1,219.3
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2030,1409.07,6856.2,205.52
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2035,1391.21,6940.2,200.46
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2040,1412.23,7080.0,199.47
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2045,1481.54,7218.2,205.25
nlv2b_be_pv17_C4_NOTHERMAL_futbrent,2050,1365.33,7391.2,184.73
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2027,1648.21,6776.1,243.24
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2030,1750.86,6856.2,255.37
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2035,1666.63,6940.2,240.14
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2040,1675.86,7080.0,236.7
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2045,1557.79,7218.2,215.81
nlv2b_be_pv17_C4_NOTHERMAL_highbrent,2050,1440.11,7391.2,194.84
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2027,1265.99,6776.1,186.83
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2030,1115.27,6856.2,162.67
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2035,1064.84,6940.2,153.43
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2040,1257.54,7080.0,177.62
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2045,1469.43,7218.2,203.57
nlv2b_be_pv17_C4_NOTHERMAL_lowbrent,2050,1353.87,7391.2,183.17
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2027,1604.09,6776.1,236.73
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2030,1564.06,6856.2,228.12
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2035,1518.4,6940.2,218.78
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2040,1533.7,7080.0,216.62
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2045,1508.17,7218.2,208.94
nlv2b_be_pv17_C4_NOTHERMAL_refbrent,2050,1391.01,7391.2,188.2
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2027,1624.75,6776.1,239.78
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2030,1580.7,6856.2,230.55
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2035,1479.24,6940.2,213.14
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2040,1485.72,7080.0,209.85
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2045,1381.72,7218.2,191.42
nlv2b_be_pv17_C4_NOTHERMAL_refbrent_adv,2050,1208.6,7391.2,163.52
nlv2b_be_pv17_lngconv_heco_refbrent,2027,1604.42,6776.1,236.78
nlv2b_be_pv17_lngconv_heco_refbrent,2030,1384.48,6856.2,201.93
nlv2b_be_pv17_lngconv_heco_refbrent,2035,1420.42,6940.2,204.67
nlv2b_be_pv17_lngconv_heco_refbrent,2040,1457.15,7080.0,205.81
nlv2b_be_pv17_lngconv_heco_refbrent,2045,1506.54,7218.2,208.71
nlv2b_be_pv17_lngconv_heco_refbrent,2050,1389.93,7391.2,188.05
nlv2b_be_pv17_lngconv_opt_refbrent,2027,1603.98,6776.1,236.71
nlv2b_be_pv17_lngconv_opt_refbrent,2030,1512.58,6856.2,220.61
nlv2b_be_pv17_lngconv_opt_refbrent,2035,1476.17,6940.2,212.7
nlv2b_be_pv17_lngconv_opt_refbrent,2040,1489.33,7080.0,210.36
nlv2b_be_pv17_lngconv_opt_refbrent,2045,1501.66,7218.2,208.04
nlv2b_be_pv17_lngconv_opt_refbrent,2050,1385.58,7391.2,187.46
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2027,1485.44,6776.1,219.22
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2030,1367.76,6856.2,199.49
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2035,1352.32,6940.2,194.85
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2040,1530.54,7080.0,216.18
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2045,1496.07,7218.2,207.26
nlv2b_be_pv17_wb_C6_LNG500_futbrent,2050,1375.79,7391.2,186.14
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2027,1604.36,6776.1,236.77
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2030,1527.08,6856.2,222.73
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2035,1547.62,6940.2,222.99
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2040,1668.68,7080.0,235.69
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2045,1519.59,7218.2,210.52
nlv2b_be_pv17_wb_C6_LNG500_futbrent_j120,2050,1401.64,7391.2,189.64
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2027,1657.53,6776.1,244.62
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2030,1693.27,6856.2,246.97
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2035,1745.32,6940.2,251.48
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2040,1762.33,7080.0,248.92
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2045,1534.14,7218.2,212.54
nlv2b_be_pv17_wb_C6_LNG500_highbrent,2050,1415.13,7391.2,191.46
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2027,1604.36,6776.1,236.77
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2030,1527.08,6856.2,222.73
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2035,1547.62,6940.2,222.99
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2040,1668.68,7080.0,235.69
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2045,1519.59,7218.2,210.52
nlv2b_be_pv17_wb_C6_LNG500_highbrent_j120,2050,1401.64,7391.2,189.64
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2027,1265.37,6776.1,186.74
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2030,1217.77,6856.2,177.61
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2035,1186.7,6940.2,170.99
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2040,1439.14,7080.0,203.27
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2045,1462.45,7218.2,202.61
nlv2b_be_pv17_wb_C6_LNG500_lowbrent,2050,1347.4,7391.2,182.3
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2027,1604.11,6776.1,236.73
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2030,1528.2,6856.2,222.89
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2035,1548.99,6940.2,223.19
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2040,1666.27,7080.0,235.35
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2045,1518.54,7218.2,210.38
nlv2b_be_pv17_wb_C6_LNG500_lowbrent_j120,2050,1401.59,7391.2,189.63
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2027,1604.15,6776.1,236.74
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2030,1487.18,6856.2,216.91
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2035,1510.82,6940.2,217.69
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2040,1628.16,7080.0,229.97
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2045,1517.65,7218.2,210.25
nlv2b_be_pv17_wb_C6_LNG500_refbrent,2050,1400.44,7391.2,189.48
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2027,1604.66,6776.1,236.81
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2030,1528.03,6856.2,222.87
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2035,1548.86,6940.2,223.17
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2040,1666.21,7080.0,235.34
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2045,1519.1,7218.2,210.45
nlv2b_be_pv17_wb_C6_LNG500_refbrent_j120,2050,1401.57,7391.2,189.63
nlv2b_egs_high_lng_forced_refbrent,2027,1512.57,6776.1,223.22
nlv2b_egs_high_lng_forced_refbrent,2030,1441.16,6856.2,210.2
nlv2b_egs_high_lng_forced_refbrent,2035,1465.6,6940.2,211.17
nlv2b_egs_high_lng_forced_refbrent,2040,1547.32,7080.0,218.55
nlv2b_egs_high_lng_forced_refbrent,2045,1322.92,7218.2,183.27
nlv2b_egs_high_lng_forced_refbrent,2050,1187.2,7391.2,160.62
nlv2b_egs_high_lng_forced_refbrent_adv,2027,1504.01,6776.1,221.96
nlv2b_egs_high_lng_forced_refbrent_adv,2030,1424.66,6856.2,207.79
nlv2b_egs_high_lng_forced_refbrent_adv,2035,1428.84,6940.2,205.88
nlv2b_egs_high_lng_forced_refbrent_adv,2040,1455.53,7080.0,205.58
nlv2b_egs_high_lng_forced_refbrent_adv,2045,1166.98,7218.2,161.67
nlv2b_egs_high_lng_forced_refbrent_adv,2050,1014.73,7391.2,137.29
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2027,1502.94,6776.1,221.8
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2030,1463.1,6856.2,213.4
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2035,1468.59,6940.2,211.61
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2040,1494.36,7080.0,211.07
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2045,1167.12,7218.2,161.69
nlv2b_egs_high_lng_forced_refbrent_j120_adv,2050,1015.19,7391.2,137.35
nlv2b_egs_high_no_lng_futbrent_adv,2027,1402.99,6776.1,207.05
nlv2b_egs_high_no_lng_futbrent_adv,2030,1343.52,6856.2,195.96
nlv2b_egs_high_no_lng_futbrent_adv,2035,1274.1,6940.2,183.58
nlv2b_egs_high_no_lng_futbrent_adv,2040,1257.38,7080.0,177.6
